Date,TimeOfDay,AppCategory,DailyUsage,SessionUsage,,daily usage: cumulative of session usage
10/29/2025,16,entertainment,77,0,,
10/29/2025,17,entertainment,90,13,,
10/29/2025,18,entertainment,100,10,,
10/29/2025,19,entertainment,102,2,,
10/29/2025,20,entertainment,132,30,,
10/29/2025,21,entertainment,132,0,,
10/29/2025,22,entertainment,155,23,,
10/29/2025,23,entertainment,155,0,,
10/29/2025,0,others,0,0,,
10/29/2025,1,others,0,0,,
10/29/2025,2,others,0,0,,
10/29/2025,3,others,0,0,,
10/29/2025,4,others,0,0,,
10/29/2025,5,others,0,0,,
10/29/2025,6,others,7,7,,
10/29/2025,7,others,7,0,,
10/29/2025,8,others,7,0,,
10/29/2025,9,others,7,0,,
10/29/2025,10,others,7,0,,
10/29/2025,11,others,7,0,,
10/29/2025,12,others,7,0,,
10/29/2025,13,others,7,0,,
10/29/2025,14,others,7,0,,
10/29/2025,15,others,7,0,,
10/29/2025,16,others,7,0,,
10/29/2025,17,others,7,0,,
10/29/2025,18,others,7,0,,
10/29/2025,19,others,7,0,,
10/29/2025,20,others,7,0,,
10/29/2025,21,others,7,0,,
10/29/2025,22,others,7,0,,
10/29/2025,23,others,7,0,,
10/30/2025,0,social,0,0,,
10/30/2025,1,social,0,0,,
10/30/2025,2,social,0,0,,
10/30/2025,3,social,0,0,,
10/30/2025,4,social,0,0,,
10/30/2025,5,social,22,22,,
10/30/2025,6,social,33,11,,
10/30/2025,7,social,33,0,,
10/30/2025,8,social,34,1,,
10/30/2025,9,social,42,8,,
10/30/2025,10,social,49,7,,
10/30/2025,11,social,62,13,,
10/30/2025,12,social,62,0,,
10/30/2025,13,social,62,0,,
10/30/2025,14,social,62,0,,
10/30/2025,15,social,62,0,,
10/30/2025,16,social,62,0,,
10/30/2025,17,social,62,0,,
10/30/2025,18,social,62,0,,
10/30/2025,19,social,62,0,,
10/30/2025,20,social,62,0,,
10/30/2025,21,social,65,3,,
10/30/2025,22,social,66,1,,
10/30/2025,23,social,70,4,,
10/30/2025,0,entertainment,0,0,,
10/30/2025,1,entertainment,0,0,,
10/30/2025,2,entertainment,0,0,,
10/30/2025,3,entertainment,0,0,,
10/30/2025,4,entertainment,0,0,,
10/30/2025,5,entertainment,1,1,,
10/30/2025,6,entertainment,30,29,,
10/30/2025,7,entertainment,30,0,,
10/30/2025,8,entertainment,30,0,,
10/30/2025,9,entertainment,51,21,,
10/30/2025,10,entertainment,80,29,,
10/30/2025,11,entertainment,80,0,,
10/30/2025,12,entertainment,101,21,,
10/30/2025,13,entertainment,124,23,,
10/30/2025,14,entertainment,130,6,,
10/30/2025,15,entertainment,140,10,,
10/30/2025,16,entertainment,177,37,,
10/30/2025,17,entertainment,186,9,,
10/30/2025,18,entertainment,186,0,,
10/30/2025,19,entertainment,186,0,,
10/30/2025,20,entertainment,196,10,,
10/30/2025,21,entertainment,229,33,,
10/30/2025,22,entertainment,231,2,,
10/30/2025,23,entertainment,233,2,,
10/30/2025,0,others,0,0,,
10/30/2025,1,others,0,0,,
10/30/2025,2,others,0,0,,
10/30/2025,3,others,0,0,,
10/30/2025,4,others,0,0,,
10/30/2025,5,others,0,0,,
10/30/2025,6,others,0,0,,
10/30/2025,7,others,0,0,,
10/30/2025,8,others,0,0,,
10/30/2025,9,others,0,0,,
10/30/2025,10,others,0,0,,
10/30/2025,11,others,0,0,,
10/30/2025,12,others,0,0,,
10/30/2025,13,others,0,0,,
10/30/2025,14,others,0,0,,
10/30/2025,15,others,0,0,,
10/30/2025,16,others,3,3,,
10/30/2025,17,others,3,0,,
10/30/2025,18,others,3,0,,
10/30/2025,19,others,3,0,,
10/30/2025,20,others,3,0,,
10/30/2025,21,others,3,0,,
10/30/2025,22,others,3,0,,
10/30/2025,23,others,9,6,,
10/31/2025,0,social,6,6,,
10/31/2025,1,social,6,0,,
10/31/2025,2,social,6,0,,
10/31/2025,3,social,6,0,,
10/31/2025,4,social,6,0,,
10/31/2025,5,social,6,0,,
10/31/2025,6,social,6,0,,
10/31/2025,7,social,6,0,,
10/31/2025,8,social,13,7,,
10/31/2025,9,social,13,0,,
10/31/2025,10,social,13,0,,
10/31/2025,11,social,27,14,,
10/31/2025,12,social,32,5,,
10/31/2025,13,social,34,2,,
10/31/2025,14,social,38,4,,
10/31/2025,15,social,38,0,,
10/31/2025,16,social,44,6,,
10/31/2025,17,social,44,0,,
10/31/2025,18,social,44,0,,
10/31/2025,19,social,47,3,,
10/31/2025,20,social,48,1,,
10/31/2025,21,social,48,0,,
10/31/2025,22,social,60,12,,
10/31/2025,23,social,103,43,,
10/31/2025,0,entertainment,6,6,,
10/31/2025,1,entertainment,6,0,,
10/31/2025,2,entertainment,14,8,,
10/31/2025,3,entertainment,14,0,,
10/31/2025,4,entertainment,14,0,,
10/31/2025,5,entertainment,14,0,,
10/31/2025,6,entertainment,14,0,,
10/31/2025,7,entertainment,20,6,,
10/31/2025,8,entertainment,36,16,,
10/31/2025,9,entertainment,36,0,,
10/31/2025,10,entertainment,41,5,,
10/31/2025,11,entertainment,48,7,,
10/31/2025,12,entertainment,51,3,,
10/31/2025,13,entertainment,92,41,,
10/31/2025,14,entertainment,111,19,,
10/31/2025,15,entertainment,111,0,,
10/31/2025,16,entertainment,120,9,,
10/31/2025,17,entertainment,127,7,,
10/31/2025,18,entertainment,137,10,,
10/31/2025,19,entertainment,143,6,,
10/31/2025,20,entertainment,146,3,,
10/31/2025,21,entertainment,152,6,,
10/31/2025,22,entertainment,164,12,,
10/31/2025,23,entertainment,181,17,,
10/31/2025,0,others,0,0,,
10/31/2025,1,others,0,0,,
10/31/2025,2,others,0,0,,
10/31/2025,3,others,0,0,,
10/31/2025,4,others,0,0,,
10/31/2025,5,others,0,0,,
10/31/2025,6,others,0,0,,
10/31/2025,7,others,0,0,,
10/31/2025,8,others,0,0,,
10/31/2025,9,others,0,0,,
10/31/2025,10,others,0,0,,
10/31/2025,11,others,0,0,,
10/31/2025,12,others,0,0,,
10/31/2025,13,others,0,0,,
10/31/2025,14,others,0,0,,
10/31/2025,15,others,0,0,,
10/31/2025,16,others,0,0,,
10/31/2025,17,others,0,0,,
10/31/2025,18,others,0,0,,
10/31/2025,19,others,0,0,,
10/31/2025,20,others,0,0,,
10/31/2025,21,others,0,0,,
10/31/2025,22,others,0,0,,
10/31/2025,23,others,0,0,,
11/1/2025,0,social,25,25,,
11/1/2025,1,social,25,0,,
11/1/2025,2,social,25,0,,
11/1/2025,3,social,25,0,,
11/1/2025,4,social,25,0,,
11/1/2025,5,social,25,0,,
11/1/2025,6,social,25,0,,
11/1/2025,7,social,44,19,,
11/1/2025,8,social,73,29,,
11/1/2025,9,social,83,10,,
11/1/2025,10,social,98,15,,
11/1/2025,11,social,108,10,,
11/1/2025,12,social,115,7,,
11/1/2025,13,social,135,20,,
11/1/2025,14,social,151,16,,
11/1/2025,15,social,151,0,,
11/1/2025,16,social,151,0,,
11/1/2025,17,social,163,12,,
11/1/2025,18,social,182,19,,
11/1/2025,19,social,197,15,,
11/1/2025,20,social,205,8,,
11/1/2025,21,social,213,8,,
11/1/2025,22,social,213,0,,
11/1/2025,23,social,230,17,,
11/1/2025,0,entertainment,25,25,,
11/1/2025,1,entertainment,25,0,,
11/1/2025,2,entertainment,25,0,,
11/1/2025,3,entertainment,25,0,,
11/1/2025,4,entertainment,25,0,,
11/1/2025,5,entertainment,25,0,,
11/1/2025,6,entertainment,25,0,,
11/1/2025,7,entertainment,44,19,,
11/1/2025,8,entertainment,73,29,,
11/1/2025,9,entertainment,83,10,,
11/1/2025,10,entertainment,98,15,,
11/1/2025,11,entertainment,101,3,,
11/1/2025,12,entertainment,111,10,,
11/1/2025,13,entertainment,118,7,,
11/1/2025,14,entertainment,138,20,,
11/1/2025,15,entertainment,154,16,,
11/1/2025,16,entertainment,154,0,,
11/1/2025,17,entertainment,166,12,,
11/1/2025,18,entertainment,185,19,,
11/1/2025,19,entertainment,200,15,,
11/1/2025,20,entertainment,208,8,,
11/1/2025,21,entertainment,216,8,,
11/1/2025,22,entertainment,216,0,,
11/1/2025,23,entertainment,233,17,,
11/1/2025,0,others,0,0,,
11/1/2025,1,others,0,0,,
11/1/2025,2,others,0,0,,
11/1/2025,3,others,0,0,,
11/1/2025,4,others,0,0,,
11/1/2025,5,others,0,0,,
11/1/2025,6,others,0,0,,
11/1/2025,7,others,0,0,,
11/1/2025,8,others,0,0,,
11/1/2025,9,others,0,0,,
11/1/2025,10,others,0,0,,
11/1/2025,11,others,3,3,,
11/1/2025,12,others,3,0,,
11/1/2025,13,others,3,0,,
11/1/2025,14,others,3,0,,
11/1/2025,15,others,3,0,,
11/1/2025,16,others,3,0,,
11/1/2025,17,others,3,0,,
11/1/2025,18,others,3,0,,
11/1/2025,19,others,3,0,,
11/1/2025,20,others,3,0,,
11/1/2025,21,others,3,0,,
11/1/2025,22,others,3,0,,
11/1/2025,23,others,3,0,,
11/2/2025,0,social,0,0,,
11/2/2025,1,social,0,0,,
11/2/2025,2,social,0,0,,
11/2/2025,3,social,0,0,,
11/2/2025,4,social,0,0,,
11/2/2025,5,social,0,0,,
11/2/2025,6,social,0,0,,
11/2/2025,7,social,0,0,,
11/2/2025,8,social,0,0,,
11/2/2025,9,social,7,7,,
11/2/2025,10,social,7,0,,
11/2/2025,11,social,7,0,,
11/2/2025,12,social,7,0,,
11/2/2025,13,social,7,0,,
11/2/2025,14,social,7,0,,
11/2/2025,15,social,12,5,,
11/2/2025,16,social,13,1,,
11/2/2025,17,social,13,0,,
11/2/2025,18,social,13,0,,
11/2/2025,19,social,13,0,,
11/2/2025,20,social,13,0,,
11/2/2025,21,social,13,0,,
11/2/2025,22,social,13,0,,
11/2/2025,23,social,13,0,,
11/2/2025,0,entertainment,31,31,,
11/2/2025,1,entertainment,31,0,,
11/2/2025,2,entertainment,31,0,,
11/2/2025,3,entertainment,31,0,,
11/2/2025,4,entertainment,31,0,,
11/2/2025,5,entertainment,31,0,,
11/2/2025,6,entertainment,31,0,,
11/2/2025,7,entertainment,31,0,,
11/2/2025,8,entertainment,31,0,,
11/2/2025,9,entertainment,32,1,,
11/2/2025,10,entertainment,40,8,,
11/2/2025,11,entertainment,57,17,,
11/2/2025,12,entertainment,59,2,,
11/2/2025,13,entertainment,72,13,,
11/2/2025,14,entertainment,127,55,,
11/2/2025,15,entertainment,138,11,,
11/2/2025,16,entertainment,142,4,,
11/2/2025,17,entertainment,152,10,,
11/2/2025,18,entertainment,168,16,,
11/2/2025,19,entertainment,218,50,,
11/2/2025,20,entertainment,278,60,,
11/2/2025,21,entertainment,281,3,,
11/2/2025,22,entertainment,281,0,,
11/2/2025,23,entertainment,281,0,,
11/2/2025,0,others,12,12,,
11/2/2025,1,others,12,0,,
11/2/2025,2,others,12,0,,
11/2/2025,3,others,12,0,,
11/2/2025,4,others,12,0,,
11/2/2025,5,others,12,0,,
11/2/2025,6,others,12,0,,
11/2/2025,7,others,12,0,,
11/2/2025,8,others,12,0,,
11/2/2025,9,others,12,0,,
11/2/2025,10,others,12,0,,
11/2/2025,11,others,12,0,,
11/2/2025,12,others,12,0,,
11/2/2025,13,others,12,0,,
11/2/2025,14,others,17,5,,
11/2/2025,15,others,17,0,,
11/2/2025,16,others,17,0,,
11/2/2025,17,others,17,0,,
11/2/2025,18,others,17,0,,
11/2/2025,19,others,17,0,,
11/2/2025,20,others,17,0,,
11/2/2025,21,others,17,0,,
11/2/2025,22,others,17,0,,
11/2/2025,23,others,17,0,,
11/3/2025,0,social,0,0,,
11/3/2025,1,social,0,0,,
11/3/2025,2,social,0,0,,
11/3/2025,3,social,0,0,,
11/3/2025,4,social,0,0,,
11/3/2025,5,social,0,0,,
11/3/2025,6,social,0,0,,
11/3/2025,7,social,0,0,,
11/3/2025,8,social,0,0,,
11/3/2025,9,social,0,0,,
11/3/2025,10,social,0,0,,
11/3/2025,11,social,0,0,,
11/3/2025,12,social,0,0,,
11/3/2025,13,social,0,0,,
11/3/2025,14,social,0,0,,
11/3/2025,15,social,2,2,,
11/3/2025,16,social,4,2,,
11/3/2025,17,social,4,0,,
11/3/2025,18,social,4,0,,
11/3/2025,19,social,18,14,,
11/3/2025,20,social,67,49,,
11/3/2025,21,social,83,16,,
11/3/2025,22,social,119,36,,
11/3/2025,23,social,119,0,,
11/3/2025,0,entertainment,0,0,,
11/3/2025,1,entertainment,0,0,,
11/3/2025,2,entertainment,0,0,,
11/3/2025,3,entertainment,0,0,,
11/3/2025,4,entertainment,0,0,,
11/3/2025,5,entertainment,0,0,,
11/3/2025,6,entertainment,0,0,,
11/3/2025,7,entertainment,30,30,,
11/3/2025,8,entertainment,32,2,,
11/3/2025,9,entertainment,39,7,,
11/3/2025,10,entertainment,54,15,,
11/3/2025,11,entertainment,55,1,,
11/3/2025,12,entertainment,56,1,,
11/3/2025,13,entertainment,62,6,,
11/3/2025,14,entertainment,62,0,,
11/3/2025,15,entertainment,62,0,,
11/3/2025,16,entertainment,62,0,,
11/3/2025,17,entertainment,62,0,,
11/3/2025,18,entertainment,62,0,,
11/3/2025,19,entertainment,64,2,,
11/3/2025,20,entertainment,67,3,,
11/3/2025,21,entertainment,74,7,,
11/3/2025,22,entertainment,74,0,,
11/3/2025,23,entertainment,74,0,,
11/3/2025,0,others,0,0,,
11/3/2025,1,others,0,0,,
11/3/2025,2,others,0,0,,
11/3/2025,3,others,0,0,,
11/3/2025,4,others,0,0,,
11/3/2025,5,others,0,0,,
11/3/2025,6,others,0,0,,
11/3/2025,7,others,0,0,,
11/3/2025,8,others,0,0,,
11/3/2025,9,others,0,0,,
11/3/2025,10,others,0,0,,
11/3/2025,11,others,8,8,,
11/3/2025,12,others,8,0,,
11/3/2025,13,others,8,0,,
11/3/2025,14,others,8,0,,
11/3/2025,15,others,8,0,,
11/3/2025,16,others,8,0,,
11/3/2025,17,others,8,0,,
11/3/2025,18,others,8,0,,
11/3/2025,19,others,8,0,,
11/3/2025,20,others,8,0,,
11/3/2025,21,others,15,7,,
11/3/2025,22,others,15,0,,
11/3/2025,23,others,15,0,,
11/4/2025,0,social,0,0,,
11/4/2025,1,social,9,9,,
11/4/2025,2,social,9,0,,
11/4/2025,3,social,9,0,,
11/4/2025,4,social,9,0,,
11/4/2025,5,social,9,0,,
11/4/2025,6,social,9,0,,
11/4/2025,7,social,9,0,,
11/4/2025,8,social,9,0,,
11/4/2025,9,social,9,0,,
11/4/2025,10,social,14,5,,
11/4/2025,11,social,14,0,,
11/4/2025,12,social,22,8,,
11/4/2025,13,social,22,0,,
11/4/2025,14,social,31,9,,
11/4/2025,15,social,31,0,,
11/4/2025,16,social,47,16,,
11/4/2025,17,social,62,15,,
11/4/2025,18,social,62,0,,
11/4/2025,19,social,64,2,,
11/4/2025,20,social,69,5,,
11/4/2025,21,social,73,4,,
11/4/2025,22,social,73,0,,
11/4/2025,23,social,73,0,,
11/4/2025,0,entertainment,28,28,,
11/4/2025,1,entertainment,28,0,,
11/4/2025,2,entertainment,28,0,,
11/4/2025,3,entertainment,28,0,,
11/4/2025,4,entertainment,28,0,,
11/4/2025,5,entertainment,28,0,,
11/4/2025,6,entertainment,28,0,,
11/4/2025,7,entertainment,28,0,,
11/4/2025,8,entertainment,28,0,,
11/4/2025,9,entertainment,54,26,,
11/4/2025,10,entertainment,101,47,,
11/4/2025,11,entertainment,112,11,,
11/4/2025,12,entertainment,146,34,,
11/4/2025,13,entertainment,179,33,,
11/4/2025,14,entertainment,185,6,,
11/4/2025,15,entertainment,215,30,,
11/4/2025,16,entertainment,234,19,,
11/4/2025,17,entertainment,245,11,,
11/4/2025,18,entertainment,251,6,,
11/4/2025,19,entertainment,254,3,,
11/4/2025,20,entertainment,254,0,,
11/4/2025,21,entertainment,259,5,,
11/4/2025,22,entertainment,259,0,,
11/4/2025,23,entertainment,259,0,,
11/4/2025,0,others,0,0,,
11/4/2025,1,others,0,0,,
11/4/2025,2,others,0,0,,
11/4/2025,3,others,0,0,,
11/4/2025,4,others,0,0,,
11/4/2025,5,others,0,0,,
11/4/2025,6,others,0,0,,
11/4/2025,7,others,0,0,,
11/4/2025,8,others,0,0,,
11/4/2025,9,others,0,0,,
11/4/2025,10,others,0,0,,
11/4/2025,11,others,0,0,,
11/4/2025,12,others,0,0,,
11/4/2025,13,others,1,1,,
11/4/2025,14,others,3,2,,
11/4/2025,15,others,3,0,,
11/4/2025,16,others,3,0,,
11/4/2025,17,others,3,0,,
11/4/2025,18,others,3,0,,
11/4/2025,19,others,3,0,,
11/4/2025,20,others,3,0,,
11/4/2025,21,others,10,7,,
11/4/2025,22,others,10,0,,
11/4/2025,23,others,10,0,,
11/5/2025,0,social,0,0,,
11/5/2025,1,social,8,8,,
11/5/2025,2,social,8,0,,
11/5/2025,3,social,8,0,,
11/5/2025,4,social,8,0,,
11/5/2025,5,social,8,0,,
11/5/2025,6,social,8,0,,
11/5/2025,7,social,8,0,,
11/5/2025,8,social,8,0,,
11/5/2025,9,social,19,11,,
11/5/2025,10,social,19,0,,
11/5/2025,11,social,29,10,,
11/5/2025,12,social,29,0,,
11/5/2025,13,social,52,23,,
11/5/2025,14,social,52,0,,
11/5/2025,15,social,55,3,,
11/5/2025,16,social,71,16,,
11/5/2025,17,social,71,0,,
11/5/2025,18,social,83,12,,
11/5/2025,19,social,87,4,,
11/5/2025,20,social,87,0,,
11/5/2025,21,social,87,0,,
11/5/2025,22,social,89,2,,
11/5/2025,23,social,89,0,,
11/5/2025,0,entertainment,12,12,,
11/5/2025,1,entertainment,33,21,,
11/5/2025,2,entertainment,33,0,,
11/5/2025,3,entertainment,33,0,,
11/5/2025,4,entertainment,33,0,,
11/5/2025,5,entertainment,33,0,,
11/5/2025,6,entertainment,33,0,,
11/5/2025,7,entertainment,33,0,,
11/5/2025,8,entertainment,34,1,,
11/5/2025,9,entertainment,64,30,,
11/5/2025,10,entertainment,73,9,,
11/5/2025,11,entertainment,82,9,,
11/5/2025,12,entertainment,100,18,,
11/5/2025,13,entertainment,108,8,,
11/5/2025,14,entertainment,121,13,,
11/5/2025,15,entertainment,132,11,,
11/5/2025,16,entertainment,146,14,,
11/5/2025,17,entertainment,146,0,,
11/5/2025,18,entertainment,146,0,,
11/5/2025,19,entertainment,146,0,,
11/5/2025,20,entertainment,161,15,,
11/5/2025,21,entertainment,163,2,,
11/5/2025,22,entertainment,166,3,,
11/5/2025,23,entertainment,168,2,,
11/5/2025,0,others,0,0,,
11/5/2025,1,others,0,0,,
11/5/2025,2,others,0,0,,
11/5/2025,3,others,0,0,,
11/5/2025,4,others,0,0,,
11/5/2025,5,others,0,0,,
11/5/2025,6,others,0,0,,
11/5/2025,7,others,0,0,,
11/5/2025,8,others,0,0,,
11/5/2025,9,others,0,0,,
11/5/2025,10,others,0,0,,
11/5/2025,11,others,21,21,,
11/5/2025,12,others,41,20,,
11/5/2025,13,others,41,0,,
11/5/2025,14,others,41,0,,
11/5/2025,15,others,41,0,,
11/5/2025,16,others,41,0,,
11/5/2025,17,others,41,0,,
11/5/2025,18,others,41,0,,
11/5/2025,19,others,41,0,,
11/5/2025,20,others,41,0,,
11/5/2025,21,others,41,0,,
11/5/2025,22,others,41,0,,
11/5/2025,23,others,41,0,,
11/6/2025,0,social,0,0,,
11/6/2025,1,social,0,0,,
11/6/2025,2,social,0,0,,
11/6/2025,3,social,0,0,,
11/6/2025,4,social,0,0,,
11/6/2025,5,social,5,5,,
11/6/2025,6,social,7,2,,
11/6/2025,7,social,7,0,,
11/6/2025,8,social,7,0,,
11/6/2025,9,social,7,0,,
11/6/2025,10,social,7,0,,
11/6/2025,11,social,11,4,,
11/6/2025,12,social,16,5,,
11/6/2025,13,social,16,0,,
11/6/2025,14,social,16,0,,
11/6/2025,15,social,18,2,,
11/6/2025,16,social,18,0,,
11/6/2025,17,social,18,0,,
11/6/2025,18,social,18,0,,
11/6/2025,19,social,27,9,,
11/6/2025,20,social,27,0,,
11/6/2025,21,social,28,1,,
11/6/2025,22,social,31,3,,
11/6/2025,23,social,40,9,,
11/6/2025,0,entertainment,0,0,,
11/6/2025,1,entertainment,8,8,,
11/6/2025,2,entertainment,15,7,,
11/6/2025,3,entertainment,15,0,,
11/6/2025,4,entertainment,15,0,,
11/6/2025,5,entertainment,15,0,,
11/6/2025,6,entertainment,15,0,,
11/6/2025,7,entertainment,15,0,,
11/6/2025,8,entertainment,15,0,,
11/6/2025,9,entertainment,19,4,,
11/6/2025,10,entertainment,19,0,,
11/6/2025,11,entertainment,40,21,,
11/6/2025,12,entertainment,45,5,,
11/6/2025,13,entertainment,48,3,,
11/6/2025,14,entertainment,57,9,,
11/6/2025,15,entertainment,66,9,,
11/6/2025,16,entertainment,67,1,,
11/6/2025,17,entertainment,83,16,,
11/6/2025,18,entertainment,83,0,,
11/6/2025,19,entertainment,83,0,,
11/6/2025,20,entertainment,83,0,,
11/6/2025,21,entertainment,93,10,,
11/6/2025,22,entertainment,111,18,,
11/6/2025,23,entertainment,111,0,,
11/6/2025,0,others,0,0,,
11/6/2025,1,others,0,0,,
11/6/2025,2,others,0,0,,
11/6/2025,3,others,0,0,,
11/6/2025,4,others,0,0,,
11/6/2025,5,others,0,0,,
11/6/2025,6,others,0,0,,
11/6/2025,7,others,0,0,,
11/6/2025,8,others,0,0,,
11/6/2025,9,others,0,0,,
11/6/2025,10,others,0,0,,
11/6/2025,11,others,0,0,,
11/6/2025,12,others,0,0,,
11/6/2025,13,others,0,0,,
11/6/2025,14,others,0,0,,
11/6/2025,15,others,0,0,,
11/6/2025,16,others,0,0,,
11/6/2025,17,others,0,0,,
11/6/2025,18,others,0,0,,
11/6/2025,19,others,32,32,,
11/6/2025,20,others,92,60,,
11/6/2025,21,others,92,0,,
11/6/2025,22,others,92,0,,
11/6/2025,23,others,92,0,,
11/7/2025,0,social,26,26,,
11/7/2025,1,social,39,13,,
11/7/2025,2,social,43,4,,
11/7/2025,3,social,43,0,,
11/7/2025,4,social,43,0,,
11/7/2025,5,social,43,0,,
11/7/2025,6,social,43,0,,
11/7/2025,7,social,43,0,,
11/7/2025,8,social,43,0,,
11/7/2025,9,social,71,28,,
11/7/2025,10,social,71,0,,
11/7/2025,11,social,80,9,,
11/7/2025,12,social,81,1,,
11/7/2025,13,social,89,8,,
11/7/2025,14,social,89,0,,
11/7/2025,15,social,89,0,,
11/7/2025,16,social,89,0,,
11/7/2025,17,social,103,14,,
11/7/2025,18,social,104,1,,
11/7/2025,19,social,104,0,,
11/7/2025,20,social,104,0,,
11/7/2025,21,social,104,0,,
11/7/2025,22,social,104,0,,
11/7/2025,23,social,104,0,,
11/7/2025,0,entertainment,0,0,,
11/7/2025,1,entertainment,7,7,,
11/7/2025,2,entertainment,14,7,,
11/7/2025,3,entertainment,27,13,,
11/7/2025,4,entertainment,27,0,,
11/7/2025,5,entertainment,27,0,,
11/7/2025,6,entertainment,27,0,,
11/7/2025,7,entertainment,27,0,,
11/7/2025,8,entertainment,31,4,,
11/7/2025,9,entertainment,42,11,,
11/7/2025,10,entertainment,43,1,,
11/7/2025,11,entertainment,48,5,,
11/7/2025,12,entertainment,78,30,,
11/7/2025,13,entertainment,102,24,,
11/7/2025,14,entertainment,111,9,,
11/7/2025,15,entertainment,115,4,,
11/7/2025,16,entertainment,128,13,,
11/7/2025,17,entertainment,153,25,,
11/7/2025,18,entertainment,155,2,,
11/7/2025,19,entertainment,155,0,,
11/7/2025,20,entertainment,155,0,,
11/7/2025,21,entertainment,155,0,,
11/7/2025,22,entertainment,155,0,,
11/7/2025,23,entertainment,155,0,,
11/7/2025,0,others,0,0,,
11/7/2025,1,others,0,0,,
11/7/2025,2,others,0,0,,
11/7/2025,3,others,0,0,,
11/7/2025,4,others,0,0,,
11/7/2025,5,others,0,0,,
11/7/2025,6,others,0,0,,
11/7/2025,7,others,8,8,,
11/7/2025,8,others,17,9,,
11/7/2025,9,others,17,0,,
11/7/2025,10,others,17,0,,
11/7/2025,11,others,17,0,,
11/7/2025,12,others,17,0,,
11/7/2025,13,others,17,0,,
11/7/2025,14,others,20,3,,
11/7/2025,15,others,53,33,,
11/7/2025,16,others,53,0,,
11/7/2025,17,others,53,0,,
11/7/2025,18,others,53,0,,
11/7/2025,19,others,78,25,,
11/7/2025,20,others,81,3,,
11/7/2025,21,others,85,4,,
11/7/2025,22,others,85,0,,
11/7/2025,23,others,85,0,,
11/8/2025,0,social,0,0,,
11/8/2025,1,social,6,6,,
11/8/2025,2,social,6,0,,
11/8/2025,3,social,6,0,,
11/8/2025,4,social,6,0,,
11/8/2025,5,social,6,0,,
11/8/2025,6,social,6,0,,
11/8/2025,7,social,6,0,,
11/8/2025,8,social,6,0,,
11/8/2025,9,social,6,0,,
11/8/2025,10,social,6,0,,
11/8/2025,11,social,7,1,,
11/8/2025,12,social,9,2,,
11/8/2025,13,social,13,4,,
11/8/2025,14,social,14,1,,
11/8/2025,15,social,19,5,,
11/8/2025,16,social,22,3,,
11/8/2025,17,social,27,5,,
11/8/2025,18,social,27,0,,
11/8/2025,19,social,30,3,,
11/8/2025,20,social,30,0,,
11/8/2025,21,social,40,10,,
11/8/2025,22,social,72,32,,
11/8/2025,23,social,72,0,,
11/8/2025,0,entertainment,5,5,,
11/8/2025,1,entertainment,9,4,,
11/8/2025,2,entertainment,9,0,,
11/8/2025,3,entertainment,9,0,,
11/8/2025,4,entertainment,9,0,,
11/8/2025,5,entertainment,9,0,,
11/8/2025,6,entertainment,9,0,,
11/8/2025,7,entertainment,36,27,,
11/8/2025,8,entertainment,39,3,,
11/8/2025,9,entertainment,53,14,,
11/8/2025,10,entertainment,58,5,,
11/8/2025,11,entertainment,58,0,,
11/8/2025,12,entertainment,61,3,,
11/8/2025,13,entertainment,68,7,,
11/8/2025,14,entertainment,79,11,,
11/8/2025,15,entertainment,82,3,,
11/8/2025,16,entertainment,107,25,,
11/8/2025,17,entertainment,108,1,,
11/8/2025,18,entertainment,120,12,,
11/8/2025,19,entertainment,130,10,,
11/8/2025,20,entertainment,156,26,,
11/8/2025,21,entertainment,169,13,,
11/8/2025,22,entertainment,201,32,,
11/8/2025,23,entertainment,216,15,,
11/8/2025,0,others,0,0,,
11/8/2025,1,others,0,0,,
11/8/2025,2,others,0,0,,
11/8/2025,3,others,0,0,,
11/8/2025,4,others,0,0,,
11/8/2025,5,others,49,49,,
11/8/2025,6,others,79,30,,
11/8/2025,7,others,79,0,,
11/8/2025,8,others,79,0,,
11/8/2025,9,others,79,0,,
11/8/2025,10,others,79,0,,
11/8/2025,11,others,79,0,,
11/8/2025,12,others,79,0,,
11/8/2025,13,others,79,0,,
11/8/2025,14,others,79,0,,
11/8/2025,15,others,79,0,,
11/8/2025,16,others,79,0,,
11/8/2025,17,others,79,0,,
11/8/2025,18,others,79,0,,
11/8/2025,19,others,79,0,,
11/8/2025,20,others,79,0,,
11/8/2025,21,others,79,0,,
11/8/2025,22,others,79,0,,
11/8/2025,23,others,79,0,,
11/9/2025,0,social,0,0,,
11/9/2025,1,social,0,0,,
11/9/2025,2,social,0,0,,
11/9/2025,3,social,0,0,,
11/9/2025,4,social,0,0,,
11/9/2025,5,social,0,0,,
11/9/2025,6,social,0,0,,
11/9/2025,7,social,0,0,,
11/9/2025,8,social,9,9,,
11/9/2025,9,social,9,0,,
11/9/2025,10,social,15,6,,
11/9/2025,11,social,17,2,,
11/9/2025,12,social,24,7,,
11/9/2025,13,social,32,8,,
11/9/2025,14,social,32,0,,
11/9/2025,15,social,32,0,,
11/9/2025,16,social,32,0,,
11/9/2025,17,social,33,1,,
11/9/2025,18,social,37,4,,
11/9/2025,19,social,97,60,,
11/9/2025,20,social,157,60,,
11/9/2025,21,social,214,57,,
11/9/2025,22,social,227,13,,
11/9/2025,23,social,232,5,,
